,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste,country_of_bean_origin_latitude,country_of_bean_origin_longitude
1583,1872,Raoul Boulanger,France,2016,Peru,Piura,75.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,cocoa,,,-9.803302,-75.22187
1584,2158,Raphio,U.S.A,2018,United Republic of Tanzania,"Kokoa Kamili, Kilombero batch IT7507",72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,complex,maple,,-6.306897,34.853928
1585,2158,Raphio,U.S.A,2018,Peru,"El Gran Sapasoa, batch IP7487",72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dominant spice,,,,-9.803302,-75.22187
1586,2166,Raphio,U.S.A,2018,Ecuador,Camino Verde,72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,malt,high astringcy,,-1.4215289,-78.87104
1587,2330,Raphio,U.S.A,2019,Dominican Republic,"Oko Caribe, San Fran. De Macoris, El Cibao",72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,roasted cacao,dirty,,19.019825,-70.792854
1588,2334,Raphio,U.S.A,2019,Nicaragua,Matagalpa,72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grassy,earthy,roasty,dirty,12.903773,-84.92182
1589,170,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Los Rios,75.0,3.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,dark roast,spicy,,-1.4215289,-78.87104
1590,147,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,El Oro,67.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,caramel,dairy,,-1.4215289,-78.87104
1591,147,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Manabi,75.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cinamon,hazelnut,roasty,,-1.4215289,-78.87104
1592,439,Republica del Cacao (aka Confecta),Ecuador,2009,Ecuador,"Los Rios, Vinces",75.0,2.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong rubber,off chemical,,,-1.4215289,-78.87104
1593,494,Republica del Cacao (aka Confecta),Ecuador,2010,Ecuador,Esmeraldas,75.0,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong spicey,earthy green,,,-1.4215289,-78.87104
1594,745,Ritual,U.S.A,2011,Costa Rica,Costa Rica,75.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark berry,woody,astringent,,9.884992,-84.227234
1595,891,Ritual,U.S.A,2012,Madagascar,"Sambirano, 2011 harvest, batch 1",75.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark berry,tropical,nutty,,-19.272394,46.698433
1596,979,Ritual,U.S.A,2012,Trinidad and Tobago,"Gran Couva, 2012 harvest, batch 001",75.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,orange,heavy roast,,,10.68574,-61.164062
1597,967,Ritual,U.S.A,2012,Ecuador,"Camino Verde P., 2012, Balao, Guayas, batch 1",75.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,nut,bitter,roasty,-1.4215289,-78.87104
1598,1089,Ritual,U.S.A,2013,Belize,"Toledo District, Maya, batch 001",75.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,thick,slow,pure,,17.225292,-88.66974
1599,1181,Ritual,U.S.A,2013,Peru,"Maranon, Cajamarca, batch 002",75.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,roasty,spice,,-9.803302,-75.22187
1600,1466,Ritual,U.S.A,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, b. 001",85.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild bitter,woody,bourbon,,-1.4215289,-78.87104
1601,1860,Ritual,U.S.A,2016,Ecuador,"Camino Verde P., Balao, 2015 harvest, batch8",75.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,bourbon,balanced,,-1.4215289,-78.87104
1602,2008,Ritual,U.S.A,2017,Mexico,Xoconusco,75.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,coffee,rich cocoa,,23.909094,-102.6334
1603,2282,Ritual,U.S.A,2019,Nicaragua,"La Colonia, Enliven Cacao",70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,honey,fruit,nut,12.903773,-84.92182
1604,2418,Ritual,U.S.A,2019,Trinidad and Tobago,"Jagassar Estate, Moruga Region, microlot",80.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich brownie,dried fruit,,,10.68574,-61.164062
1605,2080,River-Sea,U.S.A,2018,United Republic of Tanzania,"Kokoa Kamili, Morogoro",72.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,muted,heavy roast,,,-6.306897,34.853928
1606,2354,River-Sea,U.S.A,2019,Fiji,"Vanua Levu, Matasawalevu",70.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,rubbery,nutty,,-18.167,178.45
1607,2354,River-Sea,U.S.A,2019,Peru,Ucayali,70.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,rubbery,off,,-9.803302,-75.22187
1608,1844,Roasting Masters,South korea,2016,Costa Rica,"La Dorado, light roast",70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,intense,,,9.884992,-84.227234
1609,1844,Roasting Masters,South korea,2016,Costa Rica,"Tapanti, light roast",70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,honey,slight sour,,9.884992,-84.227234
1610,1844,Roasting Masters,South korea,2016,Costa Rica,Maleku,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,coffee,intense,,9.884992,-84.227234
1611,1061,Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,Madagascar,75.0,3.25,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,nutty,,,-19.272394,46.698433
1612,1061,Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,Madagascar w/ nibs,68.0,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,basic cocoa,large nibs,,,-19.272394,46.698433
1613,213,Rogue,U.S.A,2008,Madagascar,"Sambirano, 2008",70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,raisins,sour,roasty,,-19.272394,46.698433
1614,213,Rogue,U.S.A,2008,Trinidad and Tobago,Trinidad,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,honey,roasty,,10.68574,-61.164062
1615,213,Rogue,U.S.A,2008,Dominican Republic,"Hispaniola, 2008",70.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,earthy,mild off note,,19.019825,-70.792854
1616,213,Rogue,U.S.A,2008,Jamaica,Jamaica,70.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,heavy roast,woody,,18.143444,-77.34655
1617,327,Rogue,U.S.A,2009,Venezuela,Rio Caribe,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mint,sweet spices,,,7.6653886,-66.14542
1618,565,Rogue,U.S.A,2010,Peru,Piura,75.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,intense,fruit,complex,-9.803302,-75.22187
1619,793,Rogue,U.S.A,2011,Bolivia,"Silvestre, Batch 1, 2011",75.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich brownie,roasty,sour,,-16.713055,-64.66665
1620,979,Rogue,U.S.A,2012,Ecuador,"Camino Verde P., Balao, Guayas",75.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,bourbon,mocha,,-1.4215289,-78.87104
1621,1081,Rogue,U.S.A,2013,Bolivia,"Silvestre, Batch 7, 2013",75.0,4.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,banana,tart,roasty,-16.713055,-64.66665
1622,1193,Rogue,U.S.A,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch 1",75.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,dark berry,spice,,18.143444,-77.34655
1623,1038,Rogue,U.S.A,2013,Madagascar,"Akessons Estate, Sambirano, 2013",70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,heavy roast,citrus,,-19.272394,46.698433
1624,1081,Rogue,U.S.A,2013,Dominican Republic,"Hispaniola, 2013",70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,earthy,smokey,,19.019825,-70.792854
1625,1209,Rogue,U.S.A,2014,Venezuela,Porcelana,80.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,red fruit,intense,earthy,,7.6653886,-66.14542
1626,1446,Rogue,U.S.A,2015,Venezuela,"Caranero, Choc. Garage Exclusive",70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,deep,rich,nutty,roasty,7.6653886,-66.14542
1627,1566,Rogue,U.S.A,2015,Bolivia,"Tranquilidad, Batch 1",75.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,dried fruit,sour,,-16.713055,-64.66665
1628,1748,Rogue,U.S.A,2016,Honduras,"La Masica, Batch 1, FHIA Research Center",75.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,robust,tart,roasty,,14.975033,-86.26477
1629,713,Rozsavolgyi,Hungary,2011,Venezuela,Carenero Superior,73.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,roasty,coffee,,7.6653886,-66.14542
1630,717,Rozsavolgyi,Hungary,2011,Venezuela,"Aragua, Trincheras",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,uneven melt,cashew,,,7.6653886,-66.14542
1631,765,Rozsavolgyi,Hungary,2011,Principe,Principe,77.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,nutty,fat residue,,0.0,0.0
1632,717,Rozsavolgyi,Hungary,2011,Venezuela,Porcelana,71.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,burnt,chemical,,7.6653886,-66.14542
1633,809,Rozsavolgyi,Hungary,2012,Venezuela,Sur del Lago,84.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,chemical,roasty,,7.6653886,-66.14542
1634,871,Rozsavolgyi,Hungary,2012,Madagascar,"Sambirano, Akesson Estate, batch MT3802",72.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,buttery,sour tang,off notes,,-19.272394,46.698433
1635,871,Rozsavolgyi,Hungary,2012,Venezuela,"Rio Caribe Superior, Paria Penninsula, b. R380",76.0,2.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,burnt,nut,vegetal,7.6653886,-66.14542
1636,2004,Rozsavolgyi,Hungary,2017,Venezuela,Chuao,73.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nuts,chocolate,mellow,,7.6653886,-66.14542
1637,1964,Ruket,Italy,2017,Honduras,"Red Mayan, Xoco",72.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,off note,vegetal,nibby,,14.975033,-86.26477
1638,2036,Ruket,Italy,2018,Nicaragua,"Nugu, lot 02N",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,coarse,astringent,,12.903773,-84.92182
1639,2036,Ruket,Italy,2018,Haiti,"Pisa, lot 03HA",75.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa base,spice,,,19.073242,-72.24128
1640,288,Salgado,Argentina,2008,Brazil,Bahia Superior,70.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,vanilla,rich,,-10.8104515,-52.973118
1641,288,Salgado,Argentina,2008,Ecuador,Esmeraldas,70.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,spicy,floral,,-1.4215289,-78.87104
1642,288,Salgado,Argentina,2008,Venezuela,Carenero Superior,70.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,basic cocoa,,,7.6653886,-66.14542
1643,292,Salgado,Argentina,2008,Ecuador,Rio Arriba,70.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,spicey,,,-1.4215289,-78.87104
1644,2004,San Jose,Ecuador,2017,Ecuador,"H. San Jose, Los Rios, L300817",70.0,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,few grits,basic,gateway,,-1.4215289,-78.87104
1645,32,Santander (Compania Nacional),Colombia,2006,Colombia,Colombian Dark,70.0,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,cherry,marshmallow,,3.9976072,-73.27797
1646,32,Santander (Compania Nacional),Colombia,2006,Colombia,Colombian,65.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,cherry,marshmallow,,3.9976072,-73.27797
1647,32,Santander (Compania Nacional),Colombia,2006,Colombia,Colombian Semi Dark,53.0,2.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,too sweet,candy-like,,,3.9976072,-73.27797
1648,414,Santander (Compania Nacional),Colombia,2009,Colombia,Colombian w/ nibs,70.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,marshmallow,,,3.9976072,-73.27797
1649,404,Santander (Compania Nacional),Colombia,2009,Colombia,Colombian 2008,75.0,2.75,3,have_bean,have_not_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,rich cocoa,marshmallow,,3.9976072,-73.27797
1650,56,Scharffen Berger,U.S.A,2006,Jamaica,Jamaica a l'ancienne,70.0,2.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fresh nibs,chocolate base off,,,18.143444,-77.34655
1651,135,Scharffen Berger,U.S.A,2007,Venezuela,Cuyagua,75.0,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,strawberry,tart,,7.6653886,-66.14542
1652,336,Scharffen Berger,U.S.A,2009,Ghana,Asante,65.0,4.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,simple,delicate cocoa,long,,7.9213305,-1.2043862
1653,336,Scharffen Berger,U.S.A,2009,Brazil,Tome Acu,68.0,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,tart,earthy,,-10.8104515,-52.973118
1654,445,Scharffen Berger,U.S.A,2009,Vietnam,Ben Tre,72.0,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,grassy,banana,tart,16.94043,106.81643
1655,464,Scharffen Berger,U.S.A,2010,Madagascar,Amina,65.0,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,clingy,subtle,tangy,citrus,-19.272394,46.698433
1656,781,Scharffen Berger,U.S.A,2011,Papua New Guinea,Markham Valley,68.0,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cherry,wine,rich,smoke,-6.39563,146.10957
1657,959,Scharffen Berger,U.S.A,2012,Peru,San Juan de Cheni,78.0,4.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,banana,pear,spice,cheese,-9.803302,-75.22187
1658,1658,Seaforth,U.k.,2015,Dominican Republic,Dominican Republic,70.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,vegetal,earthy,,19.019825,-70.792854
1659,2104,Seahorse,U.S.A,2018,United Republic of Tanzania,Kokoa Kamili,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,cherry,cocoa,,-6.306897,34.853928
1660,2108,Seahorse,U.S.A,2018,Dominican Republic,Zorzal,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,mild fruit,sticky,,19.019825,-70.792854
1661,2104,Seahorse,U.S.A,2018,Honduras,Wampusirpi,70.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,earthy,surface mark,,14.975033,-86.26477
1662,2446,Seahorse,U.S.A,2019,Uganda,Semulivi Forest,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,roasty,sticky,,1.277328,32.389984
1663,2446,Seahorse,U.S.A,2019,Fiji,Matasawalevu,70.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sharp,raw,metallic,,-18.167,178.45
1664,2366,Shane Chocolate Works,U.S.A,2019,Belize,Belize,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,full cocoa flavor,,,,17.225292,-88.66974
1665,2370,Shane Chocolate Works,U.S.A,2019,Guatemala,Guatemala,70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,rich cocoa,sweet,,15.670566,-90.348656
1666,2370,Shane Chocolate Works,U.S.A,2019,Colombia,Colombia,70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,black pepper,astringent,,,3.9976072,-73.27797
1667,1335,Shark Mountain,U.S.A,2014,Belize,"Belize, 2013",72.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fruity,blueberry,,,17.225292,-88.66974
1668,1335,Shark Mountain,U.S.A,2014,Ecuador,Ecuador,75.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coffee,nutty,,,-1.4215289,-78.87104
1669,1450,Shark Mountain,U.S.A,2015,Papua New Guinea,Papua New Guinea,73.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chewy,smoke,fruit,cocoa,-6.39563,146.10957
1670,1466,Shark Mountain,U.S.A,2015,Dominican Republic,ROIG,74.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grapes,tangy,cocoa,,19.019825,-70.792854
1671,1450,Shark Mountain,U.S.A,2015,Jamaica,Jamaica,72.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,dried fruit,smoke,,18.143444,-77.34655
1672,1466,Shark Mountain,U.S.A,2015,Venezuela,Cuyagua,77.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smoked ham,tangy,berry,,7.6653886,-66.14542
1673,721,Shark's,U.S.A,2011,USA,"Hawai'i Island, Hilo, w/ added cocoa butter",73.0,2.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,perfume,floral,chemical,,37.09024,-95.712891
1674,713,Shark's,U.S.A,2011,USA,"Hawai'i Island, Hilo",73.0,2.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,earthy,medicinal,,37.09024,-95.712891
1675,757,Shattell,Peru,2011,Peru,Porcelana,75.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong spice,perfume,roasty,,-9.803302,-75.22187
1676,1884,Shattell,Peru,2016,Peru,Tingo Maria,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,roasty,vegetal,,-9.803302,-75.22187
1677,1586,Sibu,Costa Rica,2015,Costa Rica,Oscuro,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,bold,black pepper,,9.884992,-84.227234
1678,1586,Sibu,Costa Rica,2015,Costa Rica,Oro,82.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,fatty,coffee,,9.884992,-84.227234
1679,729,Silvio Bessone,Italy,2011,Brazil,"Bahia, Scavina",60.0,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_salt,have_sugar,have_not_sweetener_without_sugar,fatty,sweet,salty,,-10.8104515,-52.973118
1680,717,Silvio Bessone,Italy,2011,Belize,Maya Belize,67.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_salt,have_sugar,have_not_sweetener_without_sugar,fatty,cocoa,spicy,,17.225292,-88.66974
1681,741,Silvio Bessone,Italy,2011,Colombia,"Porcelana, Colombia, Amazonas",68.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_salt,have_sugar,have_not_sweetener_without_sugar,fatty,salty,caramel,,3.9976072,-73.27797
1682,1339,Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",67.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tart,sweet edge,,,-19.272394,46.698433
1683,1339,Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",73.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense fruity,mild sour,,,-19.272394,46.698433
1684,1343,Sirene,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",73.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,rich,burnt,licorice,-1.4215289,-78.87104
1685,1614,Sirene,Canada,2015,Guatemala,"Lachua w/ maple sugar, batch 5",73.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,waxy,maple,flat,,15.670566,-90.348656
